89,81,49,100,0,84,39,68,100,75,94,54,84,24,51,0,9
58,100,0,85,51,50,79,11,14,0,44,39,100,71,51,83,8
0,92,49,100,100,83,80,45,71,6,64,0,36,31,100,42,7
7,100,28,96,18,61,0,27,50,24,85,35,85,33,100,0,4
0,77,38,89,56,100,46,57,47,15,100,11,45,4,8,0,1
80,100,28,96,0,63,3,26,45,0,100,5,57,24,1,12,6
18,62,98,74,92,100,0,93,15,73,100,62,91,31,71,0,9
10,68,25,34,20,0,2,24,0,66,30,88,65,95,100,100,5
0,86,73,100,100,96,71,61,36,25,3,0,6,38,85,43,7
15,100,0,68,6,23,41,0,80,5,100,42,80,80,42,94,0
90,100,52,82,22,54,0,24,24,0,82,5,100,23,42,22,6
0,43,30,54,60,77,91,100,100,84,86,56,74,28,70,0,1
1,66,28,93,81,100,72,75,82,43,100,12,54,0,0,2,3
17,72,16,36,40,0,86,12,100,53,79,92,31,100,0,67,0
61,60,88,97,10,100,16,66,91,82,100,46,82,5,0,0,9
100,63,71,100,10,85,24,43,56,4,0,0,26,38,88,55,8
82,94,100,100,96,79,90,55,99,30,74,11,37,6,0,0,3
39,100,29,92,0,58,2,34,61,37,100,60,82,36,78,0,4
0,99,45,100,68,72,41,34,16,0,9,41,54,43,100,41,7
0,80,36,100,81,92,49,65,86,53,100,24,57,4,6,0,3
81,87,30,73,32,100,81,88,91,57,100,26,79,0,0,9,9
0,44,28,59,67,78,100,100,89,83,75,56,65,28,67,0,1
36,100,23,78,57,38,31,0,0,16,11,71,51,94,100,82,5
75,100,13,74,6,52,100,50,93,82,68,72,37,36,0,0,4
0,30,46,60,59,100,21,81,67,50,100,16,38,0,7,28,8
71,99,55,100,0,72,29,56,100,70,73,66,35,33,6,0,4
0,100,7,100,89,100,100,98,55,76,29,50,12,24,14,0,7
63,100,53,74,0,49,65,48,100,56,88,62,71,26,69,0,4
11,68,44,100,50,88,36,46,24,5,0,5,50,1,100,0,1
100,100,67,99,26,68,0,34,15,0,88,10,60,31,26,4,6
64,100,29,84,0,56,38,38,100,48,94,53,57,26,24,0,4
0,56,15,73,65,94,100,100,91,75,82,50,79,25,94,0,1
20,86,0,53,4,11,48,0,89,24,100,64,74,99,26,100,0
0,73,26,100,56,72,40,31,3,10,19,22,63,13,100,0,2
41,90,62,100,29,74,2,47,0,22,64,33,100,28,88,0,4
0,0,18,27,48,49,76,73,100,100,94,73,82,40,82,9,1
100,96,66,100,26,94,43,70,87,55,76,19,33,0,0,16,5
63,100,31,66,0,31,28,22,94,30,100,68,82,38,81,0,4
0,92,42,97,86,100,72,54,60,0,40,0,56,22,100,21,7
0,65,24,98,63,100,55,61,26,29,19,0,59,1,100,6,2
40,71,60,100,100,85,78,46,37,20,0,4,49,3,99,0,2
37,98,2,64,48,38,17,0,0,26,2,72,38,99,100,100,5
0,88,5,100,67,98,50,67,63,60,100,36,70,7,5,0,3
23,83,74,49,100,13,19,0,24,35,82,66,73,100,0,84,8
12,100,0,75,11,44,98,39,100,56,68,68,58,32,60,0,4
15,78,6,33,34,0,79,17,100,58,81,99,34,100,0,68,0
30,69,38,100,82,88,76,53,43,24,0,0,43,6,100,6,2
14,91,0,96,56,100,100,90,87,66,62,44,35,22,10,0,7
37,85,74,100,73,68,49,38,19,10,0,4,51,10,100,0,2
100,100,68,78,39,55,14,32,0,5,34,0,57,23,15,19,6
45,67,19,31,48,0,85,26,100,74,69,100,28,80,0,43,0
47,98,5,67,0,23,46,0,95,23,100,67,60,100,10,83,0
4,100,36,99,44,59,39,20,29,0,0,31,49,39,100,42,7
0,61,32,81,74,100,100,93,97,69,97,46,95,23,91,0,1
6,100,16,61,81,44,66,0,0,9,0,55,16,96,100,99,5
0,88,35,100,69,85,62,58,66,32,100,14,74,1,31,0,3
0,97,41,100,78,89,53,46,35,0,14,31,47,47,100,54,7
0,90,41,100,58,78,42,40,32,0,5,24,51,35,100,36,7
64,89,66,58,74,8,0,0,20,41,92,64,100,100,24,95,8
35,72,26,94,91,100,82,67,64,51,100,26,53,0,0,3,3
0,41,47,58,92,84,100,100,84,71,71,42,66,13,74,0,1
15,87,46,100,87,83,49,59,87,47,100,19,54,0,0,1,3
6,82,49,100,100,89,70,63,30,40,85,26,60,4,0,0,3
46,96,57,70,78,30,37,0,1,25,0,72,40,100,100,95,5
33,83,4,65,73,52,61,7,0,0,6,51,26,95,100,100,5
68,93,24,82,28,39,45,3,0,0,8,66,48,99,100,100,5
44,56,99,74,100,100,30,80,0,49,74,64,62,39,36,0,9
0,67,46,91,100,100,83,56,52,15,22,0,29,28,85,29,7
100,80,55,100,18,75,77,67,93,71,87,35,66,2,0,0,9
18,59,41,100,76,81,54,35,15,0,0,14,49,14,100,1,2
0,94,45,100,92,79,83,37,56,0,36,16,44,44,100,45,7
17,59,32,100,57,82,32,39,0,5,19,0,59,7,100,14,2
0,81,27,100,58,90,45,58,25,30,23,0,61,2,100,6,2
56,86,39,69,100,34,59,0,0,17,53,54,95,94,22,100,8
23,82,58,100,87,86,62,57,100,49,85,19,45,2,0,0,3
69,89,6,100,10,64,35,26,10,0,0,36,47,64,100,91,8
34,100,0,62,71,54,76,11,16,0,10,48,22,88,100,95,5
0,93,46,100,76,80,70,40,66,0,44,15,51,41,100,39,7
84,67,57,100,0,88,16,52,75,65,100,72,92,28,97,0,9
12,87,0,44,20,4,66,0,100,30,89,75,49,100,13,77,0
18,66,34,100,76,84,51,50,0,26,12,26,58,0,100,20,2
46,92,18,64,62,40,28,0,0,9,4,63,28,100,100,98,5
0,93,41,100,61,77,34,52,0,30,4,10,51,3,100,0,2
59,71,62,100,90,79,67,43,28,16,0,22,50,16,100,0,2
28,100,15,65,0,29,40,20,100,17,99,36,67,36,59,0,4
10,77,37,100,90,88,72,57,99,52,100,18,48,0,0,17,3
53,94,100,100,60,90,28,65,42,52,72,35,46,7,0,0,5
0,81,20,100,64,100,100,85,72,60,35,42,46,21,79,0,3
40,99,2,100,35,72,56,99,86,67,100,28,59,0,0,7,9
19,89,60,100,54,69,47,50,100,48,99,20,54,2,0,0,3
100,91,96,100,50,70,9,40,0,6,76,0,93,26,28,21,6
6,100,4,95,0,71,2,47,45,30,100,44,78,24,82,0,4
0,40,31,62,68,78,100,100,91,91,67,62,46,33,36,0,1
7,100,40,89,37,48,21,9,0,0,3,40,48,58,100,65,7
0,100,39,98,70,69,48,33,22,0,1,37,45,44,100,46,7
0,0,41,16,77,37,100,65,100,96,60,100,54,71,87,48,9
97,100,49,92,15,65,0,35,15,6,74,0,100,23,45,29,6
64,100,26,75,0,51,68,52,100,72,74,56,48,28,23,0,4
0,0,34,12,67,28,89,50,100,77,84,100,58,85,85,65,9
0,63,38,79,75,99,100,100,88,75,78,48,70,22,58,0,1
75,100,32,76,9,50,0,22,37,0,100,15,89,40,39,22,6
4,80,3,52,47,54,55,0,10,2,0,80,43,100,100,95,5
10,58,26,99,67,100,59,57,29,22,0,0,50,7,100,0,2
100,100,80,100,38,71,11,34,31,0,81,12,53,45,0,45,6
40,82,10,76,59,42,66,0,0,7,0,46,32,86,100,100,5
38,100,14,71,0,42,54,51,100,58,64,70,49,35,45,0,4
90,70,53,63,0,75,45,100,100,88,86,55,53,25,8,0,9
88,95,43,99,8,65,0,23,40,0,88,21,100,61,79,100,0
42,94,12,60,56,33,33,0,0,20,13,71,48,100,100,96,5
8,85,67,100,74,68,44,34,12,0,0,31,34,46,100,46,7
50,83,26,62,58,100,14,60,2,30,50,0,100,51,0,34,8
45,65,76,96,2,100,0,72,82,79,100,49,79,11,3,0,9
46,94,16,98,0,48,30,1,87,0,100,51,80,100,27,85,0
14,65,35,100,64,79,48,41,16,11,0,8,50,9,100,0,2
0,95,21,65,86,30,54,0,14,25,68,62,100,100,0,90,8
100,83,66,93,11,100,3,64,58,56,91,23,47,0,0,7,5
30,94,73,100,29,91,6,52,51,46,100,24,45,0,0,14,5
56,97,16,100,0,55,18,11,67,0,100,36,91,82,44,98,0
38,100,5,61,66,52,66,19,0,0,6,51,24,97,100,98,5
62,100,84,93,67,70,82,48,100,26,77,6,39,0,0,2,3
85,90,10,65,100,69,34,100,53,41,0,0,92,5,35,48,8
14,89,57,100,90,78,49,55,70,39,100,12,52,0,0,9,3
20,92,22,100,0,63,41,40,100,41,95,74,69,39,57,0,4
0,47,7,58,48,79,90,100,100,81,85,54,67,27,51,0,1
58,95,36,68,62,29,34,0,0,19,8,64,45,91,100,100,5
100,100,66,90,25,59,0,24,36,0,98,12,62,34,0,26,6
0,68,47,82,89,100,100,90,81,67,58,45,34,22,13,0,1
0,52,23,0,79,5,100,58,59,60,74,64,79,100,27,74,0
55,82,53,100,100,86,81,59,38,39,78,24,54,3,0,0,3
64,100,36,67,0,37,30,32,91,37,100,54,80,36,70,0,4
57,70,57,100,55,66,33,36,0,16,23,9,60,0,100,3,2
0,94,53,100,94,77,79,37,53,0,37,1,50,40,100,57,7
0,70,14,97,66,100,100,79,66,55,94,27,90,0,41,2,3
100,89,80,100,41,91,47,63,70,38,77,9,40,0,0,4,5
55,68,71,40,100,6,5,0,14,35,66,68,89,100,0,83,8
72,100,32,80,9,49,13,16,59,0,100,24,59,41,0,31,6
18,100,23,73,0,41,17,17,83,18,100,43,84,35,76,0,4
54,73,92,92,100,100,65,80,42,61,19,41,8,20,0,0,1
41,58,99,39,100,1,27,0,33,40,80,75,66,100,0,83,8
13,78,44,47,36,0,0,0,48,39,100,74,85,100,20,79,8
27,100,28,96,0,64,3,37,88,43,100,68,94,33,100,0,4
0,0,42,18,77,43,100,73,84,100,29,92,24,64,79,53,9
55,100,18,78,0,49,5,20,46,0,100,12,68,29,10,22,6
19,90,57,61,96,19,17,0,2,34,81,64,100,100,0,99,8
21,77,54,100,57,70,31,37,0,11,17,3,58,1,100,0,2
32,42,26,0,71,1,100,36,87,79,45,100,0,81,0,41,0
100,77,53,73,18,92,60,100,84,74,71,42,41,16,0,0,9
100,100,61,93,33,65,15,33,25,0,64,6,44,33,0,37,6
95,68,75,100,43,74,84,66,100,52,87,12,39,0,0,21,9
0,80,25,100,61,89,51,57,28,28,0,2,50,0,100,1,2
7,96,59,100,100,89,65,67,71,52,92,31,52,12,0,0,3
12,78,50,100,79,77,44,46,1,23,0,13,53,7,100,0,2
29,82,44,100,93,92,68,63,77,40,100,13,53,0,0,4,3
77,100,48,90,24,30,56,0,100,43,90,94,34,72,0,21,0
35,95,96,100,100,97,27,87,28,66,96,48,72,13,0,0,5
100,100,29,88,45,52,79,16,16,0,0,33,42,68,44,98,8
100,100,72,90,35,66,6,38,0,8,50,0,69,19,14,22,6
30,87,65,100,83,80,73,61,100,39,81,14,41,0,0,4,3
44,73,77,100,100,68,78,28,68,0,100,33,56,51,0,53,8
0,84,41,100,86,75,33,52,54,45,100,19,51,0,2,13,3
0,36,30,59,66,79,100,100,76,75,50,51,26,26,17,0,1
16,92,0,70,68,36,68,0,15,25,53,63,100,100,34,92,8
0,88,34,100,92,80,89,39,62,0,38,14,32,41,100,41,7
100,100,56,93,23,65,0,31,18,0,65,4,61,22,17,9,6
100,100,73,92,34,69,6,42,0,12,50,0,91,17,37,23,6
55,93,100,100,73,100,34,78,44,56,77,36,45,9,0,0,5
20,91,27,61,66,35,47,0,0,21,11,66,44,95,100,100,5
23,100,14,76,11,41,94,35,100,51,52,71,24,35,0,0,4
11,85,44,59,47,21,7,0,0,38,5,75,50,92,100,100,5
23,58,66,77,100,100,95,87,81,59,71,30,52,3,0,0,1
17,83,2,54,0,13,47,0,90,26,100,68,71,100,26,79,0
14,77,0,56,91,55,94,11,26,0,8,46,2,91,100,100,5
32,100,19,74,0,42,44,31,100,44,93,66,85,33,81,0,4
24,100,0,69,8,35,55,34,100,40,95,79,90,39,80,0,4
62,100,36,92,12,57,12,19,61,0,100,22,51,41,0,27,6
15,100,0,76,8,50,62,47,100,62,82,57,82,28,85,0,4
0,28,22,49,58,74,92,100,100,90,78,59,55,29,46,0,1
100,94,53,100,21,84,14,52,62,44,81,14,43,0,0,17,5
92,100,37,100,1,68,0,29,41,0,100,5,67,32,8,23,6
0,100,5,86,2,66,3,45,38,34,68,39,81,19,100,0,4
0,43,26,65,57,84,94,100,100,79,87,52,75,26,66,0,1
8,97,63,100,67,65,56,30,45,0,0,27,29,40,100,40,7
0,43,46,66,73,90,79,100,81,74,85,49,88,24,100,0,1
52,95,8,73,10,22,55,0,100,24,96,74,51,100,0,91,0
64,99,24,99,62,80,74,100,100,62,92,18,48,0,0,9,9
20,100,17,60,51,27,17,0,6,40,0,82,42,96,100,96,5
45,100,2,72,0,49,81,55,100,79,88,66,59,33,33,0,4
0,20,38,56,46,100,6,81,58,56,100,24,50,0,7,15,8
36,77,55,100,53,57,34,19,0,0,23,19,62,14,100,4,2
27,87,18,44,33,0,79,0,100,42,82,85,32,100,0,66,0
24,100,0,81,19,52,82,49,100,77,80,66,67,33,59,0,4
100,100,57,78,29,51,22,19,61,0,97,21,57,40,0,35,6
49,73,69,100,100,77,82,40,47,11,0,0,43,11,95,11,2
42,94,0,60,23,30,86,30,100,61,70,100,69,50,71,0,4
0,100,34,94,70,90,100,85,78,64,57,41,42,15,43,0,7
0,82,10,99,54,99,98,100,100,80,78,55,62,28,57,0,7
13,100,10,79,0,48,4,19,75,22,87,49,89,29,100,0,4
48,100,24,75,5,40,2,5,59,0,100,26,43,30,0,5,6
92,70,34,59,0,75,39,100,89,97,98,65,93,32,100,0,9
0,100,36,90,100,85,66,61,35,19,33,0,63,34,25,28,7
58,81,49,74,85,95,38,100,88,73,100,35,67,0,0,0,9
16,89,54,100,94,88,61,65,100,43,96,12,50,1,0,0,3
0,65,64,81,100,100,91,81,79,61,73,39,67,19,97,0,1
47,82,83,100,100,67,67,33,28,0,1,14,0,41,78,35,7
32,53,41,90,100,100,94,60,56,25,0,0,30,9,99,11,2
0,80,7,100,93,100,98,68,64,26,41,0,15,41,100,48,7
0,92,44,100,88,91,82,66,55,44,26,23,51,6,100,0,2
51,100,29,82,10,60,0,35,27,20,69,22,100,25,100,0,4
64,99,23,76,61,60,57,21,0,0,9,50,38,94,100,100,5
7,80,21,100,34,72,18,41,0,12,30,1,65,0,100,2,2
24,91,10,69,65,40,46,0,0,11,8,57,29,98,100,100,5
5,78,30,100,50,72,30,38,0,13,25,2,62,0,100,5,2
43,75,71,100,38,68,0,37,60,32,100,51,82,34,54,0,4
0,70,46,81,100,100,88,88,81,66,77,43,68,22,63,0,1
33,83,1,71,0,13,62,0,100,48,73,100,16,77,8,20,0
17,36,37,4,72,0,100,29,92,75,62,100,26,96,0,66,0
24,93,49,100,100,90,67,63,50,35,97,17,54,0,0,6,3
42,100,22,65,0,40,91,40,100,64,88,72,91,36,93,0,4
65,98,41,74,100,100,32,85,10,60,0,0,73,12,33,62,8
49,97,23,67,72,36,35,0,0,20,4,69,32,96,100,100,5
28,100,0,73,16,49,75,47,100,63,94,59,93,29,83,0,4
51,99,17,86,0,42,24,2,73,0,100,38,87,82,42,100,0
54,98,14,71,0,23,40,0,86,22,100,69,64,100,18,86,0
100,90,95,100,59,70,27,38,6,5,54,0,65,27,0,18,6
76,100,59,66,89,23,9,0,0,31,80,62,100,96,2,86,8
0,85,32,100,65,88,49,52,21,24,30,6,65,4,100,0,2
100,90,48,100,0,88,8,60,60,52,86,22,50,0,8,12,5
50,100,26,84,0,60,6,36,58,35,100,50,78,26,63,0,4
30,78,64,100,90,82,62,57,95,42,100,17,52,4,0,0,3
4,99,50,100,100,97,65,57,37,12,16,0,0,39,55,45,7
2,98,80,100,100,75,56,39,26,0,5,1,0,28,80,29,7
40,100,11,87,0,57,11,29,66,40,100,58,82,29,78,0,4
72,77,97,100,100,73,74,42,40,16,0,0,36,6,82,4,2
66,74,23,100,14,69,64,36,47,0,0,23,35,60,100,87,8
81,100,30,80,2,52,0,21,45,0,100,11,72,35,21,19,6
35,74,17,80,96,100,100,93,70,70,39,47,13,23,0,0,1
51,94,80,59,100,100,26,88,74,67,93,63,83,9,0,0,9
5,75,0,46,16,5,67,0,100,34,92,75,47,100,6,77,0
27,92,0,66,15,21,60,0,100,28,96,73,53,100,2,92,0
0,86,37,100,85,93,72,67,94,36,100,4,53,0,6,11,3
21,93,0,65,56,35,48,0,17,26,61,60,100,95,32,100,8
0,85,42,100,79,80,70,40,75,0,44,14,42,39,100,48,7
55,100,7,74,0,51,72,52,100,75,77,66,48,33,23,0,4
0,63,19,73,58,97,65,100,58,73,50,48,54,22,100,0,1
15,100,0,68,39,37,19,0,1,45,6,89,53,97,100,99,5
0,100,48,99,59,77,61,54,91,35,100,15,59,1,11,0,3
73,100,48,70,23,41,21,9,69,1,100,22,46,17,0,0,6
0,22,21,46,61,73,100,100,91,88,61,59,39,30,24,0,1
36,100,39,66,100,97,34,100,29,47,0,0,73,10,32,66,8
0,73,54,47,100,15,43,0,51,35,81,69,63,100,2,72,8
0,93,45,100,75,73,73,36,61,0,34,29,49,45,100,51,7
100,84,78,100,69,82,87,83,80,51,77,17,45,0,0,8,9
0,86,35,97,100,100,73,67,48,34,21,0,18,5,56,24,7
0,93,43,100,78,77,60,39,52,0,34,12,43,38,100,32,7
36,93,98,100,43,98,8,72,65,55,100,26,63,1,0,0,5
0,37,29,60,68,82,100,100,77,75,57,51,45,25,45,0,1
0,62,31,82,100,100,100,80,81,60,38,40,6,20,12,0,1
14,100,14,87,0,59,11,35,100,40,97,54,83,27,100,0,4
26,92,0,54,13,12,63,0,99,30,100,74,61,100,13,80,0
98,76,67,100,0,92,23,66,90,74,100,53,72,22,19,0,9
62,76,0,100,22,68,90,37,100,0,13,8,13,47,68,81,8
36,70,42,100,69,70,55,32,19,3,0,8,50,9,100,0,2
23,100,46,57,100,79,49,89,0,48,20,0,79,22,24,53,8
68,100,34,88,0,62,6,42,70,49,100,51,62,27,42,0,4
0,100,46,100,86,84,68,43,56,0,40,9,50,34,100,34,7
88,100,100,99,52,74,14,46,0,14,57,0,84,20,18,26,6
60,100,25,75,0,48,27,26,100,28,84,55,69,28,52,0,4
100,100,53,100,14,66,0,25,41,0,95,18,66,47,9,34,6
42,94,1,70,0,26,44,0,92,22,100,66,64,100,17,84,0
0,100,38,100,65,72,60,36,52,0,40,17,46,41,100,45,7
13,93,21,49,51,24,15,0,0,45,18,92,59,100,100,95,5
0,58,38,78,73,98,100,100,92,74,84,49,77,23,80,0,1
0,74,14,100,53,98,43,65,18,38,20,8,59,0,100,6,2
100,83,37,70,0,84,52,100,94,82,95,55,91,27,92,0,9
61,79,90,100,100,78,76,54,42,32,7,13,0,0,49,3,2
100,100,89,94,89,79,78,63,56,47,33,31,22,16,0,0,1
50,81,74,100,100,75,75,43,36,20,0,28,47,23,84,0,2
57,99,1,100,39,80,64,95,78,58,100,22,59,0,0,5,9
53,100,35,93,6,61,0,28,36,0,96,12,100,42,37,28,6
0,83,43,100,72,76,35,51,69,45,100,21,59,0,5,0,3
92,100,56,78,21,50,1,18,43,0,100,12,60,23,0,13,6
45,92,37,100,76,99,63,47,30,5,0,0,50,8,100,2,2
50,100,42,78,0,52,24,38,83,35,100,64,69,32,41,0,4
30,84,36,100,79,90,56,63,86,51,100,26,61,4,0,0,3
0,100,64,95,100,88,72,50,47,11,19,0,18,30,84,27,7
19,60,52,87,71,100,57,58,46,16,0,0,49,7,100,8,1
0,81,24,100,92,97,98,52,80,5,34,0,32,23,100,33,7
89,90,49,100,14,73,11,41,49,17,100,28,41,24,0,0,6
100,100,46,87,8,60,0,26,33,0,85,8,64,35,8,30,6
30,93,34,78,75,100,18,95,79,75,100,37,72,5,0,0,9
35,100,17,68,0,36,50,37,100,36,81,58,62,35,56,0,4
0,42,7,64,52,83,100,100,94,78,67,52,43,26,22,0,1
65,95,0,77,46,36,35,0,5,26,73,61,100,100,6,84,8
95,76,100,94,47,100,0,81,34,69,80,53,65,23,25,0,9
55,100,7,78,0,47,83,43,100,77,84,64,48,32,13,0,4
32,100,0,79,16,51,77,49,100,80,70,62,45,32,26,0,4
20,73,58,100,62,87,55,42,41,3,0,0,50,1,100,6,1
0,78,29,100,69,87,62,57,34,32,2,8,48,1,100,0,2
100,100,56,65,0,36,3,34,80,33,99,54,68,38,36,0,4
74,100,46,72,8,49,0,38,52,34,100,41,96,32,96,0,4
19,100,0,73,9,46,72,47,100,61,82,69,75,34,60,0,4
79,100,28,87,0,52,7,13,57,0,99,26,100,65,71,100,0
97,95,48,100,13,67,0,25,41,0,91,16,100,56,68,91,0
12,80,40,100,81,90,64,60,64,30,100,9,53,0,0,1,3
40,83,81,46,79,7,5,0,51,35,100,71,72,100,0,77,8
0,100,53,97,100,96,71,58,57,14,44,0,33,35,90,38,7
40,99,5,63,46,41,9,0,0,34,1,86,37,100,100,96,5
84,100,35,84,5,55,0,21,44,0,100,7,63,18,9,7,6
33,75,68,100,100,98,52,92,37,51,79,35,47,6,0,0,5
20,100,0,79,0,45,61,41,98,62,100,74,90,37,82,0,4
4,100,0,100,7,69,56,55,100,67,86,60,62,31,55,0,4
100,89,39,75,0,78,55,100,93,85,70,54,35,24,23,0,9
47,93,92,100,100,96,55,84,60,57,83,25,45,5,0,0,5
1,85,40,100,91,78,41,52,47,45,100,20,56,0,0,15,3
68,77,77,100,100,87,65,66,81,44,98,21,52,7,0,0,3
100,100,56,66,0,37,8,34,83,43,86,71,57,35,24,0,4
33,100,0,76,45,78,67,86,86,57,100,26,80,0,29,3,9
75,92,23,83,58,39,77,0,0,13,42,51,100,86,32,100,8
45,93,24,62,100,89,24,100,25,51,97,91,77,32,0,0,9
27,100,15,67,0,29,40,17,100,17,97,39,67,37,62,0,4
53,60,85,83,48,100,0,79,46,70,100,57,81,28,54,0,9
57,51,100,74,87,100,27,94,0,69,57,58,75,32,65,0,9
100,100,57,97,19,74,0,44,9,13,56,0,63,20,10,20,6
82,77,45,100,0,78,47,58,100,81,94,56,87,22,88,0,9
24,77,18,34,46,0,89,20,100,62,78,100,31,90,0,55,0
40,81,67,65,100,27,38,0,0,24,46,61,81,99,27,100,8
22,84,41,100,49,69,26,40,0,11,21,0,60,6,100,12,2
0,40,29,56,67,77,100,100,100,82,82,53,64,25,45,0,1
44,80,74,100,100,79,74,50,84,39,86,12,42,0,0,9,3
4,97,58,78,100,97,0,100,20,84,99,63,55,29,10,0,9
21,73,84,42,90,7,0,0,19,35,81,66,100,100,9,89,8
15,73,23,44,41,6,1,0,0,44,18,90,59,100,100,90,5
55,100,21,73,0,36,16,0,58,7,91,34,100,74,65,96,0
35,100,5,67,0,26,38,0,88,14,100,53,68,87,17,84,0
24,82,62,100,76,71,52,40,13,16,0,13,52,13,100,0,2
64,81,59,100,100,98,78,53,42,18,0,6,47,13,95,0,2
56,71,40,98,93,100,85,65,72,50,100,21,54,0,0,12,3
13,83,42,100,59,67,35,34,0,27,30,32,65,11,100,0,2
80,81,34,100,0,70,45,39,76,0,28,12,57,54,100,85,8
56,88,10,61,0,15,50,0,91,35,100,81,52,100,9,67,0
0,43,32,61,68,82,100,100,85,75,66,49,45,24,25,0,1
21,77,0,35,29,0,69,7,100,43,85,89,44,100,12,73,0
0,52,33,67,68,82,100,100,94,77,82,50,69,23,72,0,1
0,48,13,65,47,83,82,100,100,94,77,63,54,33,45,0,1
0,100,58,94,100,91,61,59,32,20,8,0,20,33,80,34,7
29,74,9,33,39,0,85,11,100,54,74,94,29,100,0,66,0
2,20,44,53,63,100,14,98,53,59,100,25,57,0,0,13,8
70,81,25,100,0,74,42,40,77,5,40,0,53,40,100,70,8
0,76,35,100,55,100,49,62,44,24,2,0,27,0,100,8,1
0,72,28,100,53,77,53,24,42,0,36,34,68,49,100,67,7
21,100,1,76,0,47,65,41,100,58,83,61,75,30,75,0,4
0,100,64,100,100,70,88,32,57,0,96,30,82,43,16,44,7
0,88,53,96,100,100,73,66,50,31,26,0,4,34,48,33,7
32,100,7,79,0,34,32,0,82,4,100,46,70,81,21,97,0
0,88,40,100,65,81,51,55,30,29,11,4,51,0,100,6,2
37,89,97,100,60,95,15,72,72,63,100,35,60,8,0,0,5
30,61,67,79,100,100,91,90,63,68,37,46,15,23,0,0,1
100,100,74,97,50,66,34,30,49,0,75,18,37,24,0,15,6
48,51,100,74,72,100,0,85,6,62,88,60,99,31,82,0,9
0,96,41,100,100,88,59,49,34,0,53,4,64,33,8,34,7
0,95,43,100,100,92,85,70,48,32,54,0,93,35,50,38,7
7,96,0,61,13,22,61,0,100,30,98,69,59,100,13,86,0
100,100,53,87,24,59,2,31,0,0,50,4,62,30,12,32,6
0,95,30,100,55,80,34,52,6,27,21,5,67,0,100,3,2
33,100,8,75,0,48,49,34,100,47,99,53,90,27,78,0,4
0,64,36,72,73,90,100,100,89,74,82,47,78,21,76,0,1
38,100,4,85,0,53,58,46,100,52,88,64,78,32,73,0,4
10,72,45,100,85,84,56,53,100,42,92,10,37,0,0,17,3
77,100,25,82,3,53,0,24,43,0,100,16,46,28,6,4,6
20,87,60,100,69,75,50,52,100,44,96,18,51,1,0,0,3
